受理意见,咨询主题,咨询人,咨询内容,咨询日期,处理单位,处理状态
杨先生:您好。您反映的问题，我市公安消防局已约见您进行了面谈，并给了您《关于正邦岭秀城WS1商业一、二层消防行政许可情况说明》。致礼。,公众聚集场所和建设工程范围的确定。,杨*****,一个大型的商场，属于大型的人员密集场所。该商场地上三层楼，地下两层。三楼整层楼是个大型的餐饮和沐足中心，一楼和二楼共计500多个商铺，每个小商铺具有独立产权。  现在情况是整个商场竣工验收时消防验收合格，然后：1、开放商将一二楼小商铺出售后，修分隔墙将每个小商铺独立隔离开来。2、开放商将一二楼小商铺出售后，对商场的一二楼公共部分进行装修。3、一二层某些个小商铺业主也进行了装修。请问，一、上面第1、2和3项的建设工程适用消防法第11条吗？二、如果第1项的建设工程（修分隔墙将每个小商铺独立隔离开来）未经消防验收或者消防验收不合格的，根据消防法第13条和建设工程消防监督管理规定第8条第5款，应该禁止投入使用。那么这里禁止投入使用指的是整个商场？还是指商场整个一二楼？请问这时商场一二楼的每个小商铺是否可以使用？三、如果第2项的建设工程（一二楼公共部分装修）未经消防验收或者消防验收不合格的，根据消防法第13条和建设工程消防监督管理规定第8条第5款，应该禁止投入使用。那么这里禁止投入使用指的是整个商场？还是指商场的一二楼公共部分？还是指商场整个一二楼？请问商场一二楼的小商铺是否可以使用？,2016-02-08 06:45:18,市公安局,办结
尊敬的市民，您好！您的情况建议您本人带上身份证到人社局前台进行咨询。感谢您对我们工作的支持，谢谢！,失业金未到账,周*****,我于2016年1月20号收到短信失业保险已通过审批，为啥到现在没到账,2016-02-05 13:56:31,市人力资源和社会保障局,办结
目前广东省内养老、医疗及失业三险种可办理关系转移，按实际情况若只有广东省内基本养老保险关系转移，需提供《省内基本养老保险参保凭证》；《社会保险关系转移接续申请表》可在网上打印或在我市社保中心、办事处或办事窗口领取；拱北办事窗口已撤点，建议参保人前往红山路社保中心办理相关业务。具体情况已电话回复黄先生。（回复电话0756-8891109）,社保问题---接着前天的问题,黄*****,省内梅州兴宁个人购买只有《养老保险参保缴费凭证》可以吗？    《社保保险关系转移接续申请表》哪里拿？   现在珠海也是个人买，想问下拱北辖区的社保经办机构在哪里和电语。谢谢。,2016-02-04 12:17:12,市人力资源和社会保障局,办结
尊敬的陈小姐，您好！根据国家税务总局有关规定，主管税务机关对企业申报的研究开发项目有异议的，可要求企业提供政府科技部门的鉴定意见书。根据市国税、地税部门和我局发布的《珠海市企业研究开发费税前加计扣除管理办法》（珠国税发【2014】4号）的规定，研发费加计扣除项目采取集中鉴定的方式，根据税务部门年度工作安排，一般将于每年的3月份在我局网站（http://www.zhkgmx.gov.cn）发布鉴定申报通知，通知中会明确申报时间、地点、流程和申报材料目录及装订要求。届时请您留意我局网站的通知。谢谢！,研发费用加计扣除项目鉴定需要的资料,陈*****,我司第一次参加研发费用加计扣除，国税局要求我司去贵局进行项目鉴定时，我司应提交哪些资料？,2016-02-04 11:31:26,市科技和工业信息化局,办结
尊敬的市民，您好！您的情况建议您本人带上身份证和市民卡到人社局前台进行咨询。感谢您对我们工作的支持，谢谢！,医疗保险,许*****,"现在缴纳医疗保险已经七个月了,领取市民卡并激活卡片已经接近三个月了，但是我的医保卡仍然没有个人医疗保险资金到账，同时期办理的同事的医保卡上都有资金，为什么我的没有呢？？？",2016-02-03 19:42:36,市人力资源和社会保障局,办结
"您好！《女职工劳动保护特别规定》第七条规定，女职工生育享受98天产假。
《广东省女职工劳动保护实施办法》第六条规定，生育时遇有难产的（如剖腹产、Ⅲ度会阴破裂者），可增加产假三十天。
2016年1月1日实施，《广东省人口与计划生育条例》第三十一条规定，符合法律、法规规定生育子女的夫妻，女方享受三十日的奖励假，男方享受十五日的陪产假。在规定假期内照发工资，不影响福利待遇和全勤评奖。
《广东省工资支付条例》第十九条规定，劳动者依法享受法定休假日、年休假、探亲假、婚假、丧假、产假、看护假、计划生育假等假期期间，用人单位应当视同其正常劳动并支付正常工作时间的工资。",产假及津贴,吴*****,您好，我想咨询下关于产假及产假津贴发放问题。（本人已经连续五年购买生育险，将于2016年2月份分娩）1、广东省新政策98+30奖励假出来后，珠海执行的是98+30+15（难产/剖腹产）的产假，还是98+30+30（难产/剖腹产）的产假？2、另外难产如何界定？是以医院的证明为准？3、30天奖励假工资应由单位支付，工资标准是否有规定必须按职工连续12个月的平均工资应发发放？还是有另外规定？,2016-02-03 15:05:30,市人力资源和社会保障局,办结
您好！已致电告知参保人。,异地生育,曾*****,我珠海社保交了4年多，现回梅州生小孩，请问哪些医院符合珠海社保报销，我们这里有蕉岭人异医院和蕉岭妇幼保健院，这两个哪个符合？还有要准备哪些资料到时报销用…由于我快要生了，麻烦尽快回复我，谢谢……,2016-02-03 12:27:46,市人力资源和社会保障局,办结
尊敬的市民，您好！如您需把您的社保关系从外地转入到珠海，需您在珠海市参保的前提下，提供您在转出地打印的《养老保险参保缴费凭证》、《基本医疗保险参保凭证》、《失业保险关系转移凭证》和《社会保险关系转移接续申请表》、参保人居民身份证（如代办的另提供经办人的身份证原件）到您单位辖区的社保经办机构办理关系转入。感谢您对我们工作的支持，谢谢！,珠海户口省内社保转入珠海的手续,黄*****,珠海户口省内社保转入珠海的手续,2016-02-02 19:12:10,市人力资源和社会保障局,办结
尊敬的市民，您好！尊敬的市民，您好！按照目前政策来说，如您在分娩或施行计划生育手术时，连续参保缴费（中断缴费时间不超过3个月（不包含3个月在内）视为连续参保）不足12个月的，其生育医疗费用由个人垫付，相应假期工资由用人单位垫付。在分娩当月和前一个月在参保状态的前提下，自参保职工分娩或施行计划生育手术次月起，连续缴费满12个月后，其生育医疗费用、生育津贴分别由参保职工和用人单位向市社会保险经办机构申请。经审核符合条件的，由生育保险基金按本办法规定支付。感谢您对我们工作的支持，谢谢！,生育津贴,郑*****,你好，想咨询一下，如果生育保险缴费不够一年，那就30%保险；或者等够一年100%保险，我有个员工，2015年5月开始缴生育保险，2016年1月生产，她这种情况，是不是如果报销就只能报30%；或者要等到2016年4月（2015.5-2016.4，满一年）才100%报销呢？？那么生育津贴有没有受缴费时间的限制呢？,2016-02-01 15:50:19,市人力资源和社会保障局,办结
尊敬的市民，您好！因为您提供的信息不足解答，建议您提供您的信息拨打12333进行咨询。感谢您对我们工作的支持，谢谢！,在哪些情况下不能申请领失业保险金？具体,刘*****,关于失业保险金领取政策，哪些情况下不能申请领取失业保险金？如果在失业之前就领取过公司营业执照，还可以领失业保险金吗？,2016-01-29 14:50:18,市人力资源和社会保障局,办结
尊敬的市民，您好！因为现您提供的信息不足以解答您的问题，建议您拨打12333提供您的实际信息进行咨询。感谢您对我们工作的支持，谢谢！,查询自己的档案是否属于干部身份,陈*****,您好！    我想办理户口迁移手续，想查询一下我是否属于干部身份？恳请主管部门给予答复，万分感激！                                      申请人：陈海才,2016-01-29 10:59:21,市人力资源和社会保障局,办结
